1,1,122.84,334.4,133.85999999999999,58.5,1,1,1.0
1,2,734.0,265.96,71.5,38.14000000000004,1,1,1.0
1,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
2,1,99.1,338.0,133.86,58.5,1,1,1.0
2,2,720.1,269.1,71.69999999999993,36.5,1,1,1.0
2,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
3,1,72.9,341.4,138.0,59.700000000000045,1,1,1.0
3,2,707.02,271.17,71.98000000000002,36.5,1,1,1.0
3,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
4,1,48.2,343.6,142.8,63.299999999999955,1,1,1.0
4,2,693.34,272.8,74.65999999999997,38.19,1,1,1.0
4,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
5,1,22.9,347.3,145.1,64.19999999999999,1,1,1.0
5,2,678.83,275.91,74.65999999999997,38.19,1,1,1.0
5,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
6,1,0.0,351.3,145.9,65.0,1,1,1.0
6,2,664.9,275.2,77.89999999999998,39.47000000000003,1,1,1.0
6,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
7,1,0.3,354.6,123.8,68.19999999999999,1,1,1.0
7,2,650.13,278.1,78.26999999999998,41.70999999999998,1,1,1.0
7,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
8,1,0.0,357.9,99.6,69.80000000000001,1,1,1.0
8,2,635.7,279.06,79.53999999999996,42.04000000000002,1,1,1.0
8,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
9,1,0.0,363.5,73.5,58.0,1,1,1.0
9,2,621.6,280.0,80.5,45.60000000000002,1,1,1.0
9,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
10,1,0.0,369.9,49.3,54.30000000000001,1,1,1.0
10,2,605.23,281.28,81.76999999999998,45.60000000000002,1,1,1.0
10,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
11,1,0.0,369.9,24.8,58.700000000000045,1,1,1.0
11,2,590.46,284.49,84.03999999999996,45.599999999999966,1,1,1.0
11,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
12,2,573.77,284.82,88.83000000000004,45.60000000000002,1,1,1.0
12,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
13,2,558.04,287.7,88.83000000000004,45.60000000000002,1,1,1.0
13,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
14,2,542.95,290.59,88.82999999999993,45.60000000000002,1,1,1.0
14,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
15,2,526.9,292.52,88.83000000000004,45.60000000000002,1,1,1.0
15,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
16,2,512.14,297.01,88.83000000000004,45.60000000000002,1,1,1.0
16,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
17,2,493.52,298.6,93.27999999999997,47.21999999999997,1,1,1.0
17,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
18,2,472.66,300.2,97.44,49.79000000000002,1,1,1.0
18,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
19,2,457.89,302.8,96.50999999999999,50.72999999999996,1,1,1.0
19,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
20,2,439.41,305.88,96.50999999999993,50.73000000000002,1,1,1.0
20,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
21,2,424.77,308.19,96.50999999999999,50.73000000000002,1,1,1.0
21,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
22,2,407.83,311.27,96.50999999999999,50.73000000000002,1,1,1.0
22,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
23,2,388.58,314.4,101.92000000000002,51.450000000000045,1,1,1.0
23,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
24,2,366.24,318.3,107.36000000000001,54.47999999999996,1,1,1.0
24,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
25,2,347.76,321.4,109.63999999999999,57.54000000000002,1,1,1.0
25,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
26,2,329.28,323.71,109.64000000000004,57.54000000000002,1,1,1.0
26,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
27,2,307.71,327.6,113.49000000000001,59.81,1,1,1.0
27,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
28,2,287.69,329.9,113.50999999999999,59.82000000000005,1,1,1.0
28,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
29,2,266.89,331.4,117.41000000000003,62.170000000000016,1,1,1.0
29,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
30,2,245.33,336.0,120.47,63.74000000000001,1,1,1.0
30,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
31,2,224.53,337.54,120.47999999999999,63.73999999999995,1,1,1.0
31,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
32,2,199.89,345.2,125.11000000000001,64.55000000000001,1,1,1.0
32,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
33,2,176.01,348.3,128.19,65.30000000000001,1,1,1.0
33,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
34,2,152.14,350.6,134.36,66.84999999999997,1,1,1.0
34,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
35,2,127.49,356.0,138.20999999999998,70.69,1,1,1.0
35,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
36,2,98.23,360.6,147.46999999999997,72.25,1,1,1.0
36,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
37,2,74.35,363.68,147.48000000000002,72.25,1,1,1.0
37,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
38,2,45.86,369.1,152.83999999999997,76.84999999999997,1,1,1.0
38,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
39,2,15.56,372.7,157.34,79.48000000000002,1,1,1.0
39,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
40,2,0.0,377.2,152.4,79.44,1,1,1.0
40,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
41,2,0.0,381.7,127.4,79.40000000000003,1,1,1.0
41,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
42,2,0.0,383.5,101.6,83.80000000000001,1,1,1.0
42,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
43,2,0.0,388.8,77.5,78.5,1,1,1.0
43,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
44,2,0.0,397.7,49.0,69.60000000000002,1,1,1.0
44,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
45,2,0.0,400.4,27.6,66.90000000000003,1,1,1.0
45,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
46,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
47,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
48,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
49,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
50,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
51,4,949.1,222.1,10.899999999999977,58.400000000000006,1,1,1.0
51,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
52,4,944.4,222.1,15.600000000000023,58.79999999999998,1,1,1.0
52,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
53,4,939.2,222.1,20.799999999999955,60.50000000000003,1,1,1.0
53,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
54,4,934.9,222.1,25.100000000000023,63.50000000000003,1,1,1.0
54,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
55,4,931.9,222.1,28.100000000000023,65.20000000000002,1,1,1.0
55,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
56,4,926.3,222.1,33.700000000000045,67.29999999999998,1,1,1.0
56,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
57,4,923.7,222.1,36.299999999999955,69.00000000000003,1,1,1.0
57,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
58,4,917.7,222.1,42.299999999999955,66.9,1,1,1.0
58,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
59,4,912.1,222.1,47.89999999999998,68.20000000000002,1,1,1.0
59,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
60,4,907.8,223.8,52.200000000000045,69.50999999999999,1,1,1.0
60,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
61,4,902.6,223.8,57.39999999999998,70.80000000000001,1,1,1.0
61,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
62,4,897.0,223.8,63.0,72.09999999999997,1,1,1.0
62,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
63,4,890.1,223.8,69.89999999999998,74.19999999999999,1,1,1.0
63,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
64,4,884.1,223.8,75.89999999999998,76.80000000000001,1,1,1.0
64,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
65,4,879.4,223.8,80.60000000000002,79.39999999999998,1,1,1.0
65,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
66,4,871.2,223.8,88.79999999999995,83.30000000000001,1,1,1.0
66,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
67,4,865.2,226.4,94.79999999999995,81.6,1,1,1.0
67,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
68,4,860.86,226.4,99.13999999999999,82.84,1,1,1.0
68,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
69,4,855.3,226.4,104.70000000000005,82.79999999999998,1,1,1.0
69,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
70,4,846.7,226.4,113.29999999999995,84.99999999999997,1,1,1.0
70,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
71,4,839.4,226.4,120.60000000000002,87.1,1,1,1.0
71,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
72,4,833.4,228.5,126.60000000000002,84.10000000000002,1,1,1.0
72,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
73,4,824.4,229.4,135.60000000000002,88.29999999999998,1,1,1.0
73,5,821.74,251.07,19.25999999999999,31.090000000000032,1,1,1.0
73,3,207.62,250.38,96.69,40.389999999999986,1,1,1.0
74,4,816.7,229.4,143.29999999999995,88.29999999999998,1,1,1.0
74,5,816.15,251.69,19.25,31.089999999999975,1,1,1.0
